,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1902106,BP,GO:1902106,negative regulation of leukocyte differentiation,5/40,105/18866,2.73420206606232e-06,0.00286270956316725,0.00244926942970425,FBN1/LRRC17/TMEM176A/TMEM176B/TNFSF4,5
GO:0030198,BP,GO:0030198,extracellular matrix organization,7/40,395/18866,1.71765292070166e-05,0.00525591325208668,0.00449684027298624,AEBP1/ANTXR1/COL6A1/COL6A2/EFEMP2/FBN1/NID2,7
GO:0043062,BP,GO:0043062,extracellular structure organization,7/40,396/18866,1.7458627344605e-05,0.00525591325208668,0.00449684027298624,AEBP1/ANTXR1/COL6A1/COL6A2/EFEMP2/FBN1/NID2,7
GO:1903707,BP,GO:1903707,negative regulation of hemopoiesis,5/40,158/18866,2.00798978112194e-05,0.00525591325208668,0.00449684027298624,FBN1/LRRC17/TMEM176A/TMEM176B/TNFSF4,5
GO:0062023,CC,GO:0062023,collagen-containing extracellular matrix,13/42,427/19559,3.06589033858067e-12,3.06589033858067e-10,2.64634745014332e-10,AEBP1/ANGPTL2/COL6A1/COL6A2/EFEMP2/FBN1/LRRC15/NID2/PCOLCE/RARRES2/SDC2/SERPINF1/WNT2,13
GO:0005788,CC,GO:0005788,endoplasmic reticulum lumen,6/42,308/19559,4.72737184455555e-05,0.00232014620244958,0.00200265251158806,COL6A1/COL6A2/FBN1/MXRA8/RCN3/SDC2,6
GO:0005604,CC,GO:0005604,basement membrane,4/42,103/19559,6.96043860734874e-05,0.00232014620244958,0.00200265251158806,EFEMP2/FBN1/NID2/SERPINF1,4
GO:0005518,MF,GO:0005518,collagen binding,7/40,70/18352,1.45639672717081e-10,1.35444895626885e-08,1.05780393868196e-08,AEBP1/ANTXR1/COL6A1/COL6A2/LRRC15/NID2/PCOLCE,7
GO:0005201,MF,GO:0005201,extracellular matrix structural constituent,7/40,169/18352,7.15724786956226e-08,3.32812025934645e-06,2.59921106841998e-06,AEBP1/COL6A1/COL6A2/EFEMP2/FBN1/NID2/PCOLCE,7
GO:0048407,MF,GO:0048407,platelet-derived growth factor binding,2/40,11/18352,0.000251621149188304,0.00780025562483743,0.00609188045403263,COL6A1/PDGFRB,2
