,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0042113,BP,GO:0042113,B cell activation,19/59,328/18866,1.6194038787982e-19,1.8882249226787e-16,1.20347277729635e-16,AICDA/BANK1/BLK/CD180/CD19/CD22/CD27/CD79A/CD79B/CR2/CXCR5/INPP5D/MS4A1/POU2F2/PRKCB/PTPRC/SASH3/TRBC1/ZAP70,19
GO:0030098,BP,GO:0030098,lymphocyte differentiation,19/59,368/18866,1.40861553049651e-18,8.21222854279466e-16,5.23411876068704e-16,AICDA/CCL19/CCR7/CD19/CD27/CD79A/CD79B/CR2/GPR18/IKZF1/INPP5D/LCK/LY9/MS4A1/POU2F2/PTPRC/RHOH/SASH3/ZAP70,19
GO:0050851,BP,GO:0050851,antigen receptor-mediated signaling pathway,16/59,325/18866,2.33873570797499e-15,8.7076341728019e-13,5.54986885077019e-13,BLK/CCR7/CD19/CD22/CD79A/CD79B/INPP5D/LCK/MS4A1/PAX5/PRKCB/PTPRC/PVRIG/STAP1/TRBC1/ZAP70,16
GO:0002429,BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,18/59,481/18866,3.7339769180111e-15,8.7076341728019e-13,5.54986885077019e-13,BLK/CCR7/CD19/CD22/CD79A/CD79B/CR2/CYFIP2/INPP5D/LCK/MS4A1/PAX5/PRKCB/PTPRC/PVRIG/STAP1/TRBC1/ZAP70,18
GO:0002757,BP,GO:0002757,immune response-activating signal transduction,18/59,481/18866,3.7339769180111e-15,8.7076341728019e-13,5.54986885077019e-13,BLK/CCR7/CD19/CD22/CD79A/CD79B/CR2/CYFIP2/INPP5D/LCK/MS4A1/PAX5/PRKCB/PTPRC/PVRIG/STAP1/TRBC1/ZAP70,18
GO:0050853,BP,GO:0050853,B cell receptor signaling pathway,12/59,135/18866,9.21377821594756e-15,1.79054423329914e-12,1.14121533692263e-12,BLK/CD19/CD22/CD79A/CD79B/LCK/MS4A1/PAX5/PRKCB/PTPRC/STAP1/TRBC1,12
GO:0050854,BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,10/59,69/18866,1.18310141074516e-14,1.97070892132693e-12,1.25604450524223e-12,BLK/CCR7/CD19/CD22/LCK/PAX5/PRKCB/PTPRC/PVRIG/STAP1,10
GO:0042100,BP,GO:0042100,B cell proliferation,10/59,97/18866,4.09486181412352e-13,5.96826109408503e-11,3.8039111062779e-11,BLK/CD180/CD19/CD22/CD79A/CR2/INPP5D/MS4A1/PTPRC/SASH3,10
GO:0046651,BP,GO:0046651,lymphocyte proliferation,13/59,283/18866,3.23245553289896e-12,4.18782572373354e-10,2.66913872073294e-10,BLK/CCL19/CD180/CD19/CD22/CD79A/CORO1A/CR2/INPP5D/MS4A1/PTPRC/SASH3/ZAP70,13
GO:0032943,BP,GO:0032943,mononuclear cell proliferation,13/59,286/18866,3.69296805253152e-12,4.30600074925176e-10,2.74445836324974e-10,BLK/CCL19/CD180/CD19/CD22/CD79A/CORO1A/CR2/INPP5D/MS4A1/PTPRC/SASH3/ZAP70,13
GO:0006874,BP,GO:0006874,cellular calcium ion homeostasis,15/59,456/18866,6.73224778569817e-12,7.13618265284006e-10,4.54829371933292e-10,ATP2A3/CCL19/CCR7/CD19/CD52/CORO1A/CXCL13/CXCR5/GPR18/LCK/MS4A1/P2RX5/P2RY10/PRKCB/PTPRC,15
GO:0055074,BP,GO:0055074,calcium ion homeostasis,15/59,468/18866,9.73568779596961e-12,9.45984330841714e-10,6.02929437188995e-10,ATP2A3/CCL19/CCR7/CD19/CD52/CORO1A/CXCL13/CXCR5/GPR18/LCK/MS4A1/P2RX5/P2RY10/PRKCB/PTPRC,15
GO:0070661,BP,GO:0070661,leukocyte proliferation,13/59,313/18866,1.14900336284108e-11,1.03056763159438e-09,6.56839169365021e-10,BLK/CCL19/CD180/CD19/CD22/CD79A/CORO1A/CR2/INPP5D/MS4A1/PTPRC/SASH3/ZAP70,13
