,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0099177,BP,GO:0099177,regulation of trans-synaptic signaling,243/5894,455/18866,2.97025939691101e-23,1.67845682013925e-19,1.10223677581869e-19,ABHD6/ABL1/ACHE/ADCY1/ADCY8/ADCYAP1/ADIPOQ/ADNP/ADORA1/ADRA1A/ADRB2/AGER/AGT/AKAP5/ANAPC2/APBA1/APBA2/ARC/ASIC1/ATF4/ATP2A2/BACE1/BAIAP3/BCR/BDNF/BEGAIN/CA2/CA7/CACNA1B/CACNA1D/CACNB3/CACNG2/CACNG3/CACNG4/CACNG5/CAMK2A/CAMK2B/CBLN1/CCL2/CCR2/CDH1/CDH2/CEL/CHRM2/CHRNA3/CHRNA6/CHRNB2/CHRNB3/CHRNB4/CLN3/CLSTN2/CLSTN3/CNR2/CNTN2/CPLX2/CPLX3/CREB1/CRH/CRHR2/CRTC1/CSPG5/CUX2/CX3CL1/CYP46A1/DBN1/DCC/DGKE/DISC1/DKK1/DLG4/DLGAP1/DLGAP2/DLGAP4/DNM1L/DRD1/DRD2/DRD3/DRD4/DRD5/EDN1/EFNB3/EGLN1/EPHA4/EPHB1/FABP5/FYN/GDNF/GHSR/GIP/GNAI1/GNAI2/GRIA1/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM8/HAP1/HRAS/HRH2/HTR1B/HTR2A/IGSF9B/IL1B/INS/IQSEC2/ITPKA/JPH3/KCNC4/KCNJ10/KCNMB4/KCTD13/KIF5B/KISS1/KRAS/LGMN/LRRTM2/MAPK1/MAPK8IP2/MCTP1/MECP2/MPP2/MTOR/NCS1/NEURL1/NEUROD2/NF1/NGF/NLGN3/NLGN4X/NLGN4Y/NPTN/NPTX1/NPTX2/NPTXR/NPY2R/NPY5R/NR2E1/NRGN/NTF3/NTNG1/NTRK1/NTSR1/OPHN1/OXT/OXTR/P2RX3/P2RY1/P2RY4/PACSIN2/PICK1/PLA2G6/PLCB1/PLCL1/PLCL2/PLG/PLK2/PPFIA2/PPFIA3/PPP3CA/PPP3CB/PREPL/PRKACA/PRKAR1B/PRKCE/PRKCG/PRKCZ/PSEN1/PSMC5/PTEN/PTGS2/PTK2B/PTPRA/PTPRS/RAB26/RAB3A/RAB3B/RAB3GAP1/RAPSN/RARA/RASGRF1/RETN/RGS4/RHOT1/RIMS3/RIN1/ROR2/S1PR2/SCGN/SCT/SCTR/SHANK1/SIPA1L1/SLC12A2/SLC1A3/SLC24A1/SLC24A2/SLC30A1/SLC4A10/SLC4A8/SNAP25/SNCA/SORCS3/SQSTM1/SRC/SRF/SRGN/STAR/STAT3/STX3/STX4/STXBP1/STXBP5L/SYBU/SYN1/SYN3/SYNPO/SYP/SYT1/SYT11/SYT12/TAC1/TNF/TNR/TOR1A/TUBB2B/UNC13A/USP8/VGF/WNT7A/ZMYND8,243
GO:0050804,BP,GO:0050804,modulation of chemical synaptic transmission,242/5894,454/18866,5.18122185565442e-23,1.67845682013925e-19,1.10223677581869e-19,ABHD6/ABL1/ACHE/ADCY1/ADCY8/ADCYAP1/ADIPOQ/ADNP/ADORA1/ADRA1A/ADRB2/AGER/AGT/AKAP5/ANAPC2/APBA1/APBA2/ARC/ASIC1/ATF4/ATP2A2/BACE1/BAIAP3/BCR/BDNF/BEGAIN/CA2/CA7/CACNA1B/CACNA1D/CACNB3/CACNG2/CACNG3/CACNG4/CACNG5/CAMK2A/CAMK2B/CBLN1/CCL2/CCR2/CDH1/CDH2/CEL/CHRM2/CHRNA3/CHRNA6/CHRNB2/CHRNB3/CHRNB4/CLN3/CLSTN2/CLSTN3/CNR2/CNTN2/CPLX2/CPLX3/CREB1/CRH/CRHR2/CRTC1/CSPG5/CUX2/CX3CL1/CYP46A1/DBN1/DCC/DGKE/DISC1/DKK1/DLG4/DLGAP1/DLGAP2/DLGAP4/DNM1L/DRD1/DRD2/DRD3/DRD4/DRD5/EDN1/EFNB3/EGLN1/EPHA4/EPHB1/FYN/GDNF/GHSR/GIP/GNAI1/GNAI2/GRIA1/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM8/HAP1/HRAS/HRH2/HTR1B/HTR2A/IGSF9B/IL1B/INS/IQSEC2/ITPKA/JPH3/KCNC4/KCNJ10/KCNMB4/KCTD13/KIF5B/KISS1/KRAS/LGMN/LRRTM2/MAPK1/MAPK8IP2/MCTP1/MECP2/MPP2/MTOR/NCS1/NEURL1/NEUROD2/NF1/NGF/NLGN3/NLGN4X/NLGN4Y/NPTN/NPTX1/NPTX2/NPTXR/NPY2R/NPY5R/NR2E1/NRGN/NTF3/NTNG1/NTRK1/NTSR1/OPHN1/OXT/OXTR/P2RX3/P2RY1/P2RY4/PACSIN2/PICK1/PLA2G6/PLCB1/PLCL1/PLCL2/PLG/PLK2/PPFIA2/PPFIA3/PPP3CA/PPP3CB/PREPL/PRKACA/PRKAR1B/PRKCE/PRKCG/PRKCZ/PSEN1/PSMC5/PTEN/PTGS2/PTK2B/PTPRA/PTPRS/RAB26/RAB3A/RAB3B/RAB3GAP1/RAPSN/RARA/RASGRF1/RETN/RGS4/RHOT1/RIMS3/RIN1/ROR2/S1PR2/SCGN/SCT/SCTR/SHANK1/SIPA1L1/SLC12A2/SLC1A3/SLC24A1/SLC24A2/SLC30A1/SLC4A10/SLC4A8/SNAP25/SNCA/SORCS3/SQSTM1/SRC/SRF/SRGN/STAR/STAT3/STX3/STX4/STXBP1/STXBP5L/SYBU/SYN1/SYN3/SYNPO/SYP/SYT1/SYT11/SYT12/TAC1/TNF/TNR/TOR1A/TUBB2B/UNC13A/USP8/VGF/WNT7A/ZMYND8,242
GO:0051047,BP,GO:0051047,positive regulation of secretion,180/5894,340/18866,4.76791637577138e-17,1.02971100662076e-13,6.76207648802384e-14,AACS/ABCB11/ACHE/ADAM9/ADCY8/ADCYAP1/ADORA1/AGT/AGTR2/AIMP1/ALOX12B/ANKRD1/AP1G1/APBB1/ATG5/ATP6AP1/AVP/AVPR1A/AVPR1B/BAD/BAIAP3/BMP6/C1QTNF1/C1QTNF3/CACNA1D/CACNA1G/CACNA1I/CADPS/CADPS2/CARTPT/CASR/CCK/CD177/CD33/CDK5R2/CHRNB2/CLASP1/CPB2/CREB1/CRH/CRTAM/CYP19A1/CYP4A11/CYP4F2/DNM1L/DOC2B/DRD2/DRD3/EDN1/F2RL1/FGB/FGFR1/FGR/GAL/GALR1/GAPDH/GCG/GCK/GDNF/GHRH/GHRHR/GIP/GIPR/GJA1/GLMN/GLUD1/GNAI2/GOLPH3/GPI/GPLD1/GPR27/GPR68/HFE/HGS/HLA-E/HTR2B/HYAL3/IFNG/IL13/IL1B/IL26/IL4/IL4R/IL5/IL6/INHA/INS/IRS2/ISL1/KCNN4/KIF5B/KISS1/LAMP1/LEP/LRP1/MAP2K6/MIF/MPC2/MYB/NADK/NCS1/NNAT/NPPA/NPPB/NPY2R/NR1H2/NR1H4/NTSR1/OPRL1/OR51E2/OXT/OXTR/P2RX7/P2RY1/PARD6A/PDX1/PLA2G3/PLA2G6/PLA2R1/PPARD/PPID/PPP3CB/PRKCE/PRL/PSMD9/PTAFR/PTGER4/PTPN11/RAB3A/RAB3D/RAB3GAP1/RAB7A/RAC1/RBP4/RETN/RGCC/RPH3AL/S100A8/SCAMP5/SCT/SDC1/SDC4/SDCBP/SLC12A2/SLC4A8/SMAD4/SNCA/SNF8/SNX5/SORL1/SPHK2/SRC/SSTR4/STAM/STX4/STXBP1/SYBU/SYK/SYT1/SYTL2/TAC1/TARDBP/TCF7L2/TFR2/TGFB2/TM7SF3/TMF1/TNF/TNFRSF4/TNFSF11/TRH/TRPM4/TTN/UNC13A/VAMP7/VEGFC/VIP/VPS35/VPS4A/VSNL1,180
GO:0007187,BP,GO:0007187,G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,147/5894,263/18866,7.69816738199654e-17,1.24691066169889e-13,8.18841909421843e-14,ADCY1/ADCY2/ADCY7/ADCY8/ADCY9/ADCYAP1/ADCYAP1R1/ADM/ADM2/ADORA1/ADRA1A/ADRA1B/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/AGT/AGTR2/AKAP5/APLP1/ATP2B4/AVPR2/CACNA1D/CALCA/CALCB/CALCR/CALCRL/CASR/CCL2/CCR3/CHRM2/CHRM3/CHRM4/CHRM5/CNR2/CORT/CRHR1/CRHR2/DRD1/DRD2/DRD3/DRD4/DRD5/EDN1/FLNA/FSHR/GALR1/GALR2/GCG/GCGR/GHRH/GHRHR/GIPR/GLP1R/GLP2R/GNA11/GNA13/GNAI1/GNAI2/GNAL/GNAS/GNAT1/GNAT2/GNAT3/GNAZ/GPR12/GPR161/GPR176/GPR3/GPR37L1/GPR6/GPR65/GRIK3/GRK5/GRM2/GRM3/GRM4/GRM6/GRM8/GSK3A/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/IAPP/INSL3/LHCGR/LPAR2/LPAR3/MARCO/MC2R/MC3R/MC4R/MC5R/MCHR1/MTNR1A/MTNR1B/NOS1/NPR3/NPY2R/OPRK1/OPRL1/OPRM1/OR10H1/OR10H2/OR10H3/P2RY1/PDE4D/PF4/PRKCA/PTGDR2/PTGER1/PTGER2/PTGER3/PTGER4/PTGFR/PTGIR/PTH/PTH2R/RAMP1/RAMP3/RIT2/S1PR2/S1PR4/S1PR5/SCTR/SSTR1/SSTR2/SSTR3/SSTR4/SSTR5/TSHR/VIP/VIPR2,147
GO:0007188,BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,131/5894,233/18866,1.97014005972558e-15,2.55290748939241e-12,1.67648549924438e-12,ADCY1/ADCY2/ADCY7/ADCY8/ADCY9/ADCYAP1/ADCYAP1R1/ADM/ADM2/ADORA1/ADRA1A/ADRA1B/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/AKAP5/APLP1/ATP2B4/AVPR2/CACNA1D/CALCA/CALCB/CALCR/CALCRL/CASR/CCR3/CHRM2/CHRM3/CHRM4/CHRM5/CNR2/CORT/CRHR1/CRHR2/DRD1/DRD2/DRD3/DRD4/DRD5/EDN1/FLNA/FSHR/GALR1/GALR2/GCG/GCGR/GHRH/GHRHR/GIPR/GLP1R/GLP2R/GNA11/GNA13/GNAI1/GNAI2/GNAL/GNAS/GNAT1/GNAT2/GNAT3/GNAZ/GPR12/GPR161/GPR176/GPR3/GPR37L1/GPR6/GPR65/GRIK3/GRK5/GRM2/GRM3/GRM4/GRM6/GRM8/GSK3A/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR4/HTR5A/IAPP/INSL3/LHCGR/LPAR2/LPAR3/MARCO/MC2R/MC3R/MC4R/MC5R/MCHR1/MTNR1A/NOS1/NPR3/NPY2R/OPRK1/OPRL1/OPRM1/P2RY1/PDE4D/PF4/PRKCA/PTGDR2/PTGER1/PTGER2/PTGER3/PTGER4/PTGFR/PTGIR/PTH/PTH2R/RAMP1/RAMP3/RIT2/S1PR2/S1PR4/S1PR5/SCTR/SSTR2/SSTR4/TSHR/VIP/VIPR2,131
GO:0006836,BP,GO:0006836,neurotransmitter transport,128/5894,229/18866,7.57021301773572e-15,8.17456835698496e-12,5.36821070485751e-12,ADCY1/ADRA1A/APBA1/APBA2/ASIC1/ATP2A2/BACE1/BAIAP3/CACNA1B/CACNA1D/CADPS/CADPS2/CAMK2A/CHAT/CHRM2/CHRNA3/CHRNA6/CHRNB2/CHRNB3/CHRNB4/CPLX2/CPLX3/CSPG5/CTBP2/DDC/DNM1L/DOC2A/DOC2B/DRD1/DRD2/DRD3/DRD4/ERC2/GABRA2/GABRQ/GAD1/GAD2/GDNF/GRIK5/GRM4/HRH3/HTR1B/HTR2A/ITGB3/KCNC4/KCNJ10/KCNMB4/LIN7A/LIN7C/MCTP1/NCS1/NF1/NOS1/NRXN2/OTOF/P2RX7/P2RY1/P2RY4/PCLO/PPFIA2/PPFIA3/PPFIA4/PREPL/PRKCG/PSEN1/RAB3A/RAB3B/RAB3GAP1/RHOT1/RIMS3/RPH3A/SCRIB/SLC17A6/SLC17A7/SLC18A1/SLC18A2/SLC18A3/SLC1A2/SLC1A3/SLC1A6/SLC1A7/SLC22A1/SLC22A2/SLC22A3/SLC29A1/SLC29A2/SLC30A1/SLC4A8/SLC5A7/SLC6A11/SLC6A12/SLC6A13/SLC6A15/SLC6A16/SLC6A2/SLC6A3/SLC6A5/SLC6A6/SLC6A7/SLC6A9/SNAP23/SNAP25/SNCA/STX11/STX3/STX4/STXBP1/STXBP2/STXBP5L/SV2B/SV2C/SYN1/SYN2/SYN3/SYNGR3/SYNJ1/SYP/SYT1/SYT11/SYT12/SYT17/SYT2/SYT5/TH/TOR1A/TRIM9/UNC13A/WNT7A,128
GO:1903532,BP,GO:1903532,positive regulation of secretion by cell,163/5894,313/18866,9.95083015000228e-15,9.21020407740926e-12,6.04830909267808e-12,AACS/ACHE/ADAM9/ADCY8/ADCYAP1/AGT/AGTR2/AIMP1/ANKRD1/AP1G1/APBB1/ATP6AP1/AVP/AVPR1A/BAD/BAIAP3/BMP6/C1QTNF1/C1QTNF3/CACNA1D/CACNA1G/CACNA1I/CADPS/CADPS2/CARTPT/CASR/CCK/CD177/CD33/CDK5R2/CHRNB2/CLASP1/CPB2/CREB1/CRH/CRTAM/CYP19A1/DNM1L/DOC2B/DRD2/EDN1/F2RL1/FGB/FGFR1/FGR/GAL/GALR1/GAPDH/GCG/GCK/GDNF/GHRH/GHRHR/GIP/GIPR/GJA1/GLMN/GLUD1/GOLPH3/GPI/GPLD1/GPR27/GPR68/HFE/HGS/HLA-E/HTR2B/HYAL3/IFNG/IL13/IL1B/IL26/IL4/IL4R/IL5/IL6/INHA/INS/IRS2/ISL1/KCNN4/KIF5B/KISS1/LAMP1/LEP/LRP1/MAP2K6/MIF/MPC2/MYB/NADK/NCS1/NNAT/NPPA/NPY2R/NR1H2/NR1H4/NTSR1/OR51E2/OXT/OXTR/P2RX7/P2RY1/PARD6A/PDX1/PLA2G3/PLA2G6/PPARD/PPID/PPP3CB/PRKCE/PSMD9/PTAFR/PTGER4/PTPN11/RAB3A/RAB3D/RAB3GAP1/RAB7A/RAC1/RBP4/RETN/RGCC/RPH3AL/SCAMP5/SCT/SDC1/SDC4/SDCBP/SLC12A2/SLC4A8/SMAD4/SNCA/SNF8/SORL1/SPHK2/SRC/STAM/STX4/STXBP1/SYBU/SYK/SYT1/TAC1/TARDBP/TCF7L2/TFR2/TGFB2/TM7SF3/TMF1/TNF/TNFRSF4/TNFSF11/TRH/TRPM4/TTN/UNC13A/VAMP7/VEGFC/VIP/VPS35/VPS4A/VSNL1,163
GO:0003015,BP,GO:0003015,heart process,155/5894,297/18866,3.54444321006669e-14,2.87055594475276e-11,1.88508413882758e-11,ABCC9/ACE/ADM/ADORA1/ADORA3/ADRA1A/ADRA1B/ADRB1/AGT/AGTR2/ATG5/ATP1A1/ATP2A1/ATP2A2/ATP2B2/ATP2B3/ATP2B4/AVPR1A/BIN1/BMP10/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1G/CACNA1S/CACNA2D1/CACNA2D3/CACNB1/CACNB3/CACNG1/CACNG2/CACNG3/CACNG4/CACNG5/CALCA/CASQ1/CAV1/CAV3/CDC42/CHRM2/CLIC2/CORIN/CSRP3/CTNNA3/CXADR/DLG1/DNM1L/DRD2/DSP/EDN1/EPAS1/FGF12/FGF13/FKBP1B/FLNA/FXYD2/FXYD3/FXYD6/FXYD7/FYN/GATA4/GCH1/GJA1/GJA5/GLP1R/GNAI2/GPX1/GSK3A/GSTM2/HCN4/HDAC4/HEY2/JUP/KCND1/KCNE1/KCNE4/KCNH6/KCNIP1/KCNIP2/KCNJ14/KCNJ2/KCNJ3/KCNJ4/KCNJ5/KCNJ8/KCNK1/KCNK15/KCNN2/MAP2K6/MC3R/MDM2/MTOR/MYBPC3/MYH6/MYH7/MYL1/MYL2/MYL3/MYL4/NEDD4L/NKX2-5/NOS1/NOS3/NPFF/NPPA/NPPC/NPR2/OXT/PDE4B/PDE4D/PIK3CG/PKP2/POPDC2/PRKACA/RAMP3/RANGRF/RGS4/RNLS/RYR3/S100A1/SCN10A/SCN1A/SCN1B/SCN3B/SCN5A/SEMA3A/SGCG/SLC1A1/SLC4A3/SLC8A1/SMAD5/SNTA1/SOD1/SPTBN4/SRC/TAC1/TACR3/TBX2/TCAP/TGFB2/TH/THRA/TNNC1/TNNI1/TNNI2/TNNI3/TNNT2/TRDN/TRPC1/TRPM4/TTN/YAP1/YWHAE/ZMPSTE24,155
GO:0060047,BP,GO:0060047,heart contraction,150/5894,287/18866,7.8291555289641e-14,5.38208540059949e-11,3.5343968268695e-11,ABCC9/ACE/ADM/ADORA1/ADORA3/ADRA1A/ADRA1B/ADRB1/AGT/AGTR2/ATG5/ATP1A1/ATP2A1/ATP2A2/ATP2B2/ATP2B3/ATP2B4/AVPR1A/BIN1/BMP10/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1G/CACNA1S/CACNA2D1/CACNA2D3/CACNB1/CACNB3/CACNG1/CACNG2/CACNG3/CACNG4/CACNG5/CALCA/CASQ1/CAV1/CAV3/CDC42/CHRM2/CLIC2/CORIN/CSRP3/CTNNA3/CXADR/DLG1/DNM1L/DRD2/DSP/EDN1/EPAS1/FGF12/FGF13/FKBP1B/FLNA/FXYD2/FXYD3/FXYD6/FXYD7/GATA4/GCH1/GJA1/GJA5/GLP1R/GPX1/GSK3A/GSTM2/HCN4/HDAC4/HEY2/JUP/KCND1/KCNE1/KCNE4/KCNH6/KCNIP1/KCNIP2/KCNJ14/KCNJ2/KCNJ3/KCNJ4/KCNJ5/KCNJ8/KCNK1/KCNK15/KCNN2/MAP2K6/MC3R/MDM2/MTOR/MYBPC3/MYH6/MYH7/MYL1/MYL2/MYL3/MYL4/NEDD4L/NKX2-5/NOS1/NOS3/NPFF/NPPA/NPPC/NPR2/OXT/PDE4B/PDE4D/PIK3CG/PKP2/POPDC2/PRKACA/RANGRF/RGS4/RNLS/RYR3/S100A1/SCN10A/SCN1A/SCN1B/SCN3B/SCN5A/SEMA3A/SGCG/SLC1A1/SLC4A3/SLC8A1/SMAD5/SNTA1/SOD1/SPTBN4/TAC1/TACR3/TBX2/TCAP/TGFB2/TH/THRA/TNNC1/TNNI1/TNNI2/TNNI3/TNNT2/TRDN/TRPC1/TRPM4/TTN/YWHAE/ZMPSTE24,150
GO:0046879,BP,GO:0046879,hormone secretion,161/5894,314/18866,8.30696928630882e-14,5.38208540059949e-11,3.5343968268695e-11,AACS/ABCC8/ACVR2B/ADCY8/ADCYAP1/ADIPOQ/ADM/ADORA1/ADRA2A/ADRA2C/AGT/AGTR2/AIMP1/ALOX5/ARL2/ARNTL/BAD/BAIAP3/BMP6/BMP8A/BRSK2/BTK/C1QTNF1/C1QTNF3/CACNA1C/CACNA1D/CACNA1E/CARTPT/CASR/CCL5/CDK16/CHD7/CPLX3/CPT1A/CREB1/CRH/CRHBP/CRHR1/CYB5R4/CYP19A1/DOC2B/DRD2/EDN1/EPHA5/FFAR2/FGB/FGFR1/FKBP1B/G6PC2/GAL/GALR1/GATA3/GCG/GCK/GDF9/GHRH/GHRHR/GHSR/GIP/GIPR/GJA1/GLP1R/GLUD1/GNAS/GPLD1/GPR27/GPR68/HADH/HFE/HMGN3/HNF1A/HTR1A/HTR2C/IFNG/IL1B/IL6/INHA/INS/IRS2/ISL1/KALRN/KCNC2/KDM5B/KIF5B/KISS1/LEP/LIF/LRP1/LTBP4/MC4R/MPC2/MTNR1B/MYB/NADK/NNAT/NOS2/NPFF/NPPA/NPVF/NR1H4/OSM/P2RY1/PASK/PAX8/PCLO/PDX1/PFKL/PICK1/PLA2G3/PLA2G6/POMC/PPARD/PPP3CA/PPP3CB/PRKCA/PRKCE/PSMD9/PTPN11/RAB11B/RAB11FIP5/RAB1A/RAC1/RAPGEF4/RBP4/REN/REST/RETN/RFX3/RPH3AL/SCT/SIDT2/SIRT4/SLC16A2/SLC25A6/SLC2A2/SLC8B1/SMAD2/SMAD4/SNAP23/SNAP25/SNX19/SSTR5/STX4/STXBP5L/SYBU/TAC1/TARDBP/TBX3/TCF7L2/TFR2/TM7SF3/TMF1/TNF/TNFSF11/TRH/TRPM4/TRPV4/VAMP7/VGF/VIP/VSNL1,161
