,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006936,BP,GO:0006936,muscle contraction,34/280,362/18866,8.6280077515871e-18,2.98701628359945e-14,2.42038322715575e-14,ACTA2/ACTC1/ACTG2/ATP1A2/CACNB2/CASQ2/CD38/CNN1/DES/EDNRB/HRC/KCNH2/KCNMA1/KLHL41/LMOD1/MYH11/MYL9/MYLK/P2RX1/PDE5A/PLN/PPP1R12B/RGS2/RYR2/SCN7A/SMTN/SORBS1/SSPN/SYNM/TLN1/TMOD1/TPM1/TPM2/VCL,34
GO:0003012,BP,GO:0003012,muscle system process,34/280,467/18866,1.84295690078841e-14,3.19015839526474e-11,2.5849895476848e-11,ACTA2/ACTC1/ACTG2/ATP1A2/CACNB2/CASQ2/CD38/CNN1/DES/EDNRB/HRC/KCNH2/KCNMA1/KLHL41/LMOD1/MYH11/MYL9/MYLK/P2RX1/PDE5A/PLN/PPP1R12B/RGS2/RYR2/SCN7A/SMTN/SORBS1/SSPN/SYNM/TLN1/TMOD1/TPM1/TPM2/VCL,34
GO:0007409,BP,GO:0007409,axonogenesis,26/280,482/18866,1.56864415416823e-08,1.81021535391014e-05,1.4668198845117e-05,CELSR3/CXCL12/DCLK1/EPHA3/EPHB2/GFRA1/HOXA2/LAMA2/LGI1/MAP1B/NCAM1/NFIB/NRXN1/NRXN3/NTRK3/PALLD/RELN/S100B/SEMA3E/SEMA3G/SLIT2/SLIT3/SLITRK3/SLITRK5/VCL/ZEB2,26
GO:0030239,BP,GO:0030239,myofibril assembly,10/280,67/18866,5.19880369931395e-08,4.49956460175623e-05,3.64600312070308e-05,ACTC1/CASQ2/CSRP1/KLHL41/LDB3/LMOD1/MYH11/PGM5/TMOD1/TPM1,10
GO:0031589,BP,GO:0031589,cell-substrate adhesion,21/280,359/18866,1.03939194777652e-07,6.2350536718509e-05,5.05227219905824e-05,ADAMTS12/ANGPT2/APOD/ATP1B2/CDK6/COL13A1/COL5A3/CORO2B/EPHA3/FBLN1/FBLN5/FERMT2/HOXA7/JAM3/LIMS2/LYVE1/NDNF/SEMA3E/SORBS1/TEK/VCL,21
GO:0030198,BP,GO:0030198,extracellular matrix organization,22/280,395/18866,1.20657362335449e-07,6.2350536718509e-05,5.05227219905824e-05,ADAMTS12/ADAMTS2/ADAMTS5/ADAMTS8/CMA1/COL13A1/COL14A1/COL5A3/CSGALNACT1/DDR2/FBLN1/FBLN5/FGF2/GAS2/ITGA9/JAM2/JAM3/LAMA2/MFAP4/MYH11/NDNF/RECK,22
GO:0043062,BP,GO:0043062,extracellular structure organization,22/280,396/18866,1.2606983160877e-07,6.2350536718509e-05,5.05227219905824e-05,ADAMTS12/ADAMTS2/ADAMTS5/ADAMTS8/CMA1/COL13A1/COL14A1/COL5A3/CSGALNACT1/DDR2/FBLN1/FBLN5/FGF2/GAS2/ITGA9/JAM2/JAM3/LAMA2/MFAP4/MYH11/NDNF/RECK,22
GO:0034329,BP,GO:0034329,cell junction assembly,23/280,434/18866,1.50848968133644e-07,6.52798909598345e-05,5.28963815889686e-05,APOD/CLDN11/CLDN5/CORO2B/EPHA3/EPHB2/FERMT2/FLNC/JAM3/LIMS2/LRRN3/MAP1B/NLGN1/NRXN1/NTRK3/PPP1R9A/SLITRK3/SLITRK5/SORBS1/TEK/TLN1/TNS1/VCL,23
GO:0007411,BP,GO:0007411,axon guidance,18/280,284/18866,2.68574433593714e-07,9.79399477525556e-05,7.93608686066954e-05,CELSR3/CXCL12/EPHA3/EPHB2/GFRA1/HOXA2/LAMA2/LGI1/NCAM1/NFIB/NRXN1/NRXN3/PALLD/RELN/SEMA3E/SEMA3G/SLIT2/SLIT3,18
GO:0097485,BP,GO:0097485,neuron projection guidance,18/280,285/18866,2.82899906853136e-07,9.79399477525556e-05,7.93608686066954e-05,CELSR3/CXCL12/EPHA3/EPHB2/GFRA1/HOXA2/LAMA2/LGI1/NCAM1/NFIB/NRXN1/NRXN3/PALLD/RELN/SEMA3E/SEMA3G/SLIT2/SLIT3,18
GO:0031032,BP,GO:0031032,actomyosin structure organization,15/280,200/18866,3.22823047390957e-07,0.000101601217278863,8.23276001241054e-05,ACTC1/CASQ2/CCDC88A/CNN1/CORO2B/CSRP1/KLHL41/LDB3/LMOD1/MYH11/PGM5/PPP1R9A/SORBS1/TMOD1/TPM1,15
GO:0007160,BP,GO:0007160,cell-matrix adhesion,16/280,230/18866,3.62196668740363e-07,0.000104493738931595,8.46714142274621e-05,ADAMTS12/APOD/CDK6/COL13A1/COL5A3/CORO2B/EPHA3/FBLN5/FERMT2/HOXA7/JAM3/LYVE1/SEMA3E/SORBS1/TEK/VCL,16
GO:0006939,BP,GO:0006939,smooth muscle contraction,11/280,109/18866,6.70222923292285e-07,0.000178485520033684,0.000144627051868335,ACTA2/ATP1A2/CD38/CNN1/EDNRB/KCNMA1/MYH11/MYLK/P2RX1/RGS2/SMTN,11
GO:0010721,BP,GO:0010721,negative regulation of cell development,19/280,343/18866,9.74366689870076e-07,0.000228949967157836,0.000185518459811984,ATP1B2/CD38/DAAM2/DLX2/EDNRB/EPHB2/FBLN1/HOXA2/NFATC4/NLGN1/NR2F1/NTRK3/RGS2/SEMA3E/SEMA3G/SLIT2/SOX10/THRB/ZNF536,19
GO:0003018,BP,GO:0003018,vascular process in circulatory system,14/280,190/18866,9.91984259782651e-07,0.000228949967157836,0.000185518459811984,ABCB1/ACTA2/AGTR1/AKAP12/ATP1A2/CD38/CLDN5/EDNRB/KCNMA1/KCNMB1/P2RX1/RGS2/SLIT2/TEK,14
