,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0002283,BP,GO:0002283,neutrophil activation involved in immune response,37/127,490/18866,9.71068575807223e-29,2.31599855330023e-25,1.72747988748864e-25,ANPEP/ARSB/C3AR1/C5AR1/CD14/CD300A/CHI3L1/CHIT1/CLEC5A/CTSA/CTSD/CTSS/CYBB/FCER1G/FCN1/FPR1/FPR2/HK3/ITGAM/ITGAX/ITGB2/KCNAB2/LAIR1/LILRA2/LILRB2/LILRB3/MME/MNDA/OLR1/PLEKHO2/PSAP/RNASE2/SERPINA1/SIGLEC9/SLC11A1/TNFRSF1B/TYROBP,37
GO:0043312,BP,GO:0043312,neutrophil degranulation,36/127,487/18866,1.28592822627891e-27,1.5334694098376e-24,1.14379931705861e-24,ANPEP/ARSB/C3AR1/C5AR1/CD14/CD300A/CHI3L1/CHIT1/CLEC5A/CTSA/CTSD/CTSS/CYBB/FCER1G/FCN1/FPR1/FPR2/HK3/ITGAM/ITGAX/ITGB2/KCNAB2/LAIR1/LILRB2/LILRB3/MME/MNDA/OLR1/PLEKHO2/PSAP/RNASE2/SERPINA1/SIGLEC9/SLC11A1/TNFRSF1B/TYROBP,36
GO:0042116,BP,GO:0042116,macrophage activation,13/127,101/18866,1.54108934981486e-13,1.22516603310281e-10,9.13838947784949e-11,C1QA/C5AR1/FPR2/IL10/ITGAM/ITGB2/NR1H3/SLC11A1/TLR1/TLR4/TREM2/TYROBP/VSIG4,13
GO:0002683,BP,GO:0002683,negative regulation of immune system process,22/127,463/18866,5.30410073372383e-13,3.16257006248283e-10,2.35892901052455e-10,CD300A/CD80/CD84/CD86/CNR1/CTLA4/DPP4/FCER1G/IL10/IL2RA/LILRB1/LILRB2/LILRB3/LILRB4/LPXN/MAFB/MNDA/NR1H3/SLAMF8/TLR4/TYROBP/VSIG4,22
GO:0071219,BP,GO:0071219,cellular response to molecule of bacterial origin,16/127,222/18866,2.02519553595419e-12,9.35692752795173e-10,6.97923756912211e-10,CCR5/CD14/CD80/CD86/HAMP/HCK/IL10/KMO/LILRA2/LILRB1/LILRB2/NR1H3/TLR1/TLR4/TNFRSF1B/TREM2,16
GO:0001819,BP,GO:0001819,positive regulation of cytokine production,21/127,447/18866,2.35394403218911e-12,9.35692752795173e-10,6.97923756912211e-10,C3AR1/C5AR1/CD14/CD4/CD80/CD86/CLEC4E/CLEC5A/FCER1G/FCN1/IL10/LILRA2/LILRB1/LILRB2/LPL/MNDA/SLC11A1/TLR1/TLR4/TREM2/TYROBP,21
GO:0002237,BP,GO:0002237,response to molecule of bacterial origin,19/127,356/18866,3.15664809148625e-12,1.0755150997421e-09,8.02215830768685e-10,C5AR1/CCR5/CD14/CD80/CD86/CNR1/HAMP/HCK/IL10/KMO/LILRA2/LILRB1/LILRB2/NR1H3/SLC11A1/TLR1/TLR4/TNFRSF1B/TREM2,19
GO:0050672,BP,GO:0050672,negative regulation of lymphocyte proliferation,11/127,79/18866,5.08275231708803e-12,1.45373605144881e-09,1.08432701178351e-09,CD300A/CD80/CD86/CTLA4/IL10/IL2RA/LILRB1/LILRB2/MNDA/TYROBP/VSIG4,11
GO:0032945,BP,GO:0032945,negative regulation of mononuclear cell proliferation,11/127,80/18866,5.85979394104503e-12,1.45373605144881e-09,1.08432701178351e-09,CD300A/CD80/CD86/CTLA4/IL10/IL2RA/LILRB1/LILRB2/MNDA/TYROBP/VSIG4,11
GO:0002697,BP,GO:0002697,regulation of immune effector process,21/127,470/18866,6.0953293561795e-12,1.45373605144881e-09,1.08432701178351e-09,C1QA/C2/C3AR1/C5AR1/CD300A/CD80/CD84/CD86/CLC/FCER1G/IL10/IL2RA/ITGAM/ITGB2/LILRB1/SLAMF8/TLR4/TNFRSF1B/TNFSF13/TYROBP/VSIG4,21
