"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0050900","BP","GO:0050900","leukocyte migration",395,0.417050316817734,1.60114418668248,9.86713841147554e-06,0.000465913941866861,0.000383649921130398,1407,"tags=19%, list=12%, signal=18%","4312/1278/6278/1277/4072/2919/10563/3655/3576/5054/7070/6364/26585/3627/6566/6362/8772/483/7941/9547/7412/6372/4283/3685/6520/6373/100/4192/8140/2335/4627/6401/7852/5747/4478/6464/2207/23657/3675/7057/5290/54209/79902/682/23428/7422/4323/9048/6729/3678/4067/2817/5228/708/3537/728/6402/4345/6868/5479/3689/8795/6363/3507/28823/6375/102/29108/140885/3676/3514/5880/1525/351/9057/5025"
"GO:0002009","BP","GO:0002009","morphogenesis of an epithelium",448,0.398774137685903,1.54379890132226,2.37859912981584e-05,0.000880897864007778,0.000725362273333933,1867,"tags=26%, list=16%, signal=23%","4321/23213/1289/6591/1282/8323/3371/3217/6659/26585/3627/10468/3868/7291/3237/6491/6772/5708/760/3714/5754/5698/4192/5361/90/8626/3909/8985/5693/7852/5692/4478/1173/9500/51339/5691/8914/10213/2697/10512/7472/5684/5709/10630/5696/3911/23198/2535/7422/5688/4323/5154/23767/2304/8324/4233/3678/5690/10155/25928/25932/6259/768/163/5420/5228/2297/6788/5685/1512/6868/6664/5704/6926/1857/3091/5682/2119/5216/8195/51176/2719/389/4804/4522/4041/23129/4609/5717/3976/1522/5689/1951/5058/26005/5700/11331/2648/54910/5469/5719/6495/5683/5695/64783/1072/64750/7976/655/1906/5716/5702/2736/2625/7474/5707/8549"
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication",46,0.665486556492087,1.9552044437956,5.02783508492971e-05,0.00159602075910269,0.00131421960866584,1111,"tags=41%, list=9%, signal=38%","9636/9582/684/3434/91543/4599/8519/3428/10410/8815/4940/22880/4939/5610/8091/10581/10155/8638/3609"
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway",280,0.430359400945238,1.59952688689322,7.74226164036665e-05,0.00220727496954604,0.00181754781706323,2241,"tags=31%, list=19%, signal=26%","1277/23213/6591/1001/6424/8323/259266/6659/26585/8607/7128/79718/25805/5708/5754/5698/348/4192/5693/2887/5692/51339/55612/5691/3675/10213/3485/1749/5684/5709/5696/23198/5688/8324/5690/3487/25928/10042/6788/5685/9686/5704/64359/1857/7097/5682/865/27122/2932/51176/23499/2719/351/3065/79412/5717/5689/65981/57680/5700/440193/5719/5683/5695/64750/4038/5716/10856/54894/5702/7474/5707/8549/55182/650/5499/5699/7040/1455/5218/59343/8321/10146/6657/1956/90410/10197"
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway",222,0.443482384508966,1.6206743533486,8.3983456917707e-05,0.00234998154449362,0.00193505742839629,2241,"tags=33%, list=19%, signal=27%","1277/6591/1001/6424/8323/259266/6659/26585/8607/79718/25805/5708/5754/5698/348/4192/5693/5692/51339/55612/5691/10213/3485/1749/5684/5709/5696/23198/5688/8324/5690/3487/25928/6788/5685/5704/1857/5682/27122/2932/2719/3065/79412/5717/5689/65981/57680/5700/440193/5719/5683/5695/64750/4038/5716/10856/5702/7474/5707/8549/55182/650/5499/5699/7040/1455/5218/8321/10146/6657/1956/90410/10197"
"GO:0042475","BP","GO:0042475","odontogenesis of dentin-containing tooth",72,0.58036932809753,1.83893533058328,0.000112190038992137,0.00291270015321511,0.00239841971583842,1913,"tags=32%, list=16%, signal=27%","3655/5054/3371/25818/10468/760/3714/5654/8626/3911/682/64919/25928/10312/581/1746/51176/4804/3065/4038/655/2736/650"
"GO:0006957","BP","GO:0006957","complement activation, alternative pathway",15,-0.807557579202186,-1.99626381136566,0.000116937165188243,0.00298466311823371,0.00245767655143143,683,"tags=27%, list=6%, signal=25%","55061/3075/730/1675"
"GO:0048598","BP","GO:0048598","embryonic morphogenesis",473,0.373839850954004,1.4519058614493,0.000163395874939221,0.0039313880100822,0.00323724311394835,1848,"tags=21%, list=16%, signal=19%","1301/1290/4237/23213/1289/4318/3914/8323/3226/3624/1294/3217/6659/26585/1942/3912/7291/7545/1284/4313/6491/2201/3685/3714/5754/3236/2019/7296/90/3206/2335/8626/23528/3909/51339/60436/50515/3675/1749/2697/7472/3911/2535/6474/8091/5396/4323/23767/2304/8324/3678/10155/2200/2131/6788/2768/1844/6664/3689/6926/1857/9935/3091/56983/581/1746/5216/26011/3676/8195/51176/2719/3691/2132/4522/3065/4041/27173/2290/7290/4086/4904/6670/79659/26005/2648/54910/5469/187/57045/6495/5080/55614/1072/7976/4038/655/1906/2736/2625/7474"
"GO:0003018","BP","GO:0003018","vascular process in circulatory system",167,-0.433581578696393,-1.65174685133453,0.000173845871003369,0.00413020614915236,0.00340095696004604,2054,"tags=28%, list=17%, signal=23%","5286/2643/112/59272/6915/2852/185/1113/3630/1816/4881/150/9429/5910/6865/1373/387/5029/6532/3162/5997/59/56998/7122/3741/8864/624/154/9414/3156/23576/5023/9353/1908/3778/9590/29/3779/100506658/5138/27134/634/7082/477/3579/239"
"GO:0006971","BP","GO:0006971","hypotonic response",10,-0.869434634462668,-1.93161523087389,0.000204956138106657,0.00473530160059875,0.00389921382974518,1345,"tags=70%, list=11%, signal=62%","362/51719/9990/4638/706/9943/27347"
